ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,sector_economico,ingreso_mensual_bruto,costo_inversion,ingreso_mensual_neto,ingreso_adicional,ingreso_terceros,ingreso_total,gasto_basico,gastos_operativos,gastos_financieros,gasto_total,deuda_total_financiera,puntaje_experian,capacidad_pago_porcentaje,aprobado
SOL-006155,33,M,viudo,Alquilada,5,Selva,Urbano,1204,3,Mensual,Servicios,3452,56,1518.88,559,188,2265.88,1160,65,225,1450,675,654,36.01,1
SOL-006156,49,M,conviviente,Alquilada,2,Selva,Periurbano,773,35,Semanal,Servicios,1049,75,262.25,117,86,465.25,580,31,38,649,570,633,-39.49,0
SOL-006157,58,F,conviviente,Propia,5,Sierra,Urbano,6177,9,Mensual,Servicios,8185,15,6957.25,366,1278,8601.25,1180,548,888,2616,8880,842,69.59,0
SOL-006158,64,F,soltero,Familiar,1,Costa,Rural,2314,32,Semanal,Servicios,6724,67,2218.92,1797,901,4916.92,430,111,295,836,3245,839,83,1
SOL-006159,39,M,conviviente,Familiar,6,Costa,Urbano,4407,9,Quincenal,Transporte,6792,62,2580.96,31,320,2931.96,1440,82,33,1555,660,905,46.96,1
SOL-006160,51,M,divorciado,Alquilada,1,Selva,Rural,1321,24,Quincenal,Comercio,2214,71,642.06,623,150,1415.06,350,57,76,483,1216,791,65.87,0
SOL-006161,29,M,conviviente,Alquilada,3,Costa,Rural,2429,23,Quincenal,Produccion,3412,75,853,193,433,1479,700,78,55,833,660,837,43.68,1
SOL-006162,46,F,casado,Familiar,2,Sierra,Rural,3226,8,Mensual,Comercio,7463,76,1791.12,475,31,2297.12,520,58,354,932,2832,669,59.43,0
SOL-006163,55,F,casado,Propia,1,Selva,Urbano,667,67,Diario,Comercio,1628,76,390.72,58,193,641.72,490,39,8,537,24,674,16.32,0
SOL-006164,39,M,soltero,Familiar,1,Selva,Urbano,3211,23,Quincenal,Produccion,5703,81,1083.57,663,449,2195.57,490,71,216,777,1296,770,64.61,1
SOL-006165,41,F,casado,Propia,2,Sierra,Rural,1357,4,Mensual,Servicios,2561,73,691.47,596,225,1512.47,520,65,21,606,567,923,59.93,1
SOL-006166,40,F,conviviente,Alquilada,4,Sierra,Urbano,4406,8,Mensual,Produccion,7255,55,3264.75,794,1328,5386.75,1000,199,395,1594,9480,543,70.41,0
SOL-006167,48,M,conviviente,Alquilada,5,Costa,Rural,1569,60,Diario,Produccion,2680,77,616.4,542,382,1540.4,1000,59,122,1181,2928,436,23.33,0
SOL-006168,61,F,casado,Familiar,4,Sierra,Urbano,5433,42,Semanal,Produccion,5368,65,1878.8,1039,277,3194.8,1000,164,187,1351,1496,787,57.71,1
SOL-006169,61,F,casado,Familiar,5,Selva,Periurbano,1622,15,Quincenal,Servicios,3916,72,1096.48,1109,694,2899.48,1080,62,95,1237,285,650,57.34,1
SOL-006170,46,F,casado,Alquilada,6,Costa,Rural,2629,11,Mensual,Servicios,6291,40,3774.6,43,122,3939.6,1150,233,346,1729,12456,517,56.11,0
SOL-006171,56,M,conviviente,Alquilada,5,Sierra,Rural,6048,12,Semanal,Produccion,3742,40,2245.2,350,482,3077.2,890,88,349,1327,7678,586,56.88,0
SOL-006172,35,M,casado,Alquilada,3,Sierra,Periurbano,6737,19,Quincenal,Transporte,7085,55,3188.25,722,525,4435.25,740,145,272,1157,816,675,73.91,1
SOL-006173,27,F,casado,Alquilada,5,Selva,Periurbano,2054,33,Semanal,Comercio,3701,66,1258.34,41,431,1730.34,1080,62,125,1267,1750,713,26.78,0
SOL-006174,59,F,soltero,Alquilada,1,Sierra,Rural,439,5,Quincenal,Comercio,1321,60,528.4,201,5,734.4,390,51,66,507,396,838,30.96,1
SOL-006175,59,M,viudo,Alquilada,6,Sierra,Periurbano,4885,14,Quincenal,Transporte,8733,71,2532.57,237,900,3669.57,1210,172,50,1432,250,803,60.98,1
SOL-006176,42,F,viudo,Familiar,6,Selva,Urbano,1298,16,Semanal,Servicios,2716,63,1004.92,51,288,1343.92,1330,64,57,1451,1710,768,-7.97,0
SOL-006177,23,F,divorciado,Propia,2,Selva,Urbano,1475,14,Quincenal,Transporte,4295,65,1503.25,1074,220,2797.25,640,92,24,756,384,928,72.97,1
SOL-006178,52,F,soltero,Propia,1,Sierra,Periurbano,6331,4,Quincenal,Servicios,9527,62,3620.26,166,22,3808.26,450,281,139,870,278,753,77.15,1
SOL-006179,22,F,viudo,Familiar,6,Selva,Periurbano,9618,2,Quincenal,Comercio,8760,63,3241.2,2464,426,6131.2,1240,265,367,1872,1835,669,69.47,1
SOL-006180,69,M,divorciado,Propia,4,Sierra,Periurbano,3212,79,Diario,Produccion,7650,69,2371.5,1261,784,4416.5,890,146,153,1189,2142,669,73.08,1
SOL-006181,43,M,casado,Familiar,1,Selva,Rural,1227,3,Mensual,Transporte,2182,38,1352.84,639,348,2339.84,350,110,94,554,752,956,76.32,1
SOL-006182,36,F,conviviente,Propia,6,Costa,Urbano,1515,15,Quincenal,Transporte,2731,50,1365.5,517,229,2111.5,1440,81,70,1591,630,719,24.65,0
SOL-006183,44,M,divorciado,Alquilada,2,Sierra,Urbano,2651,110,Diario,Transporte,5370,63,1986.9,588,645,3219.9,670,63,28,761,56,883,76.37,1
SOL-006184,52,M,soltero,Alquilada,1,Costa,Rural,3183,7,Quincenal,Comercio,5628,33,3770.76,1234,216,5220.76,430,270,405,1105,2430,845,78.83,1
SOL-006185,59,M,viudo,Propia,5,Costa,Urbano,657,85,Diario,Produccion,1616,65,565.6,111,187,863.6,1250,50,21,1321,147,750,-52.96,0
SOL-006186,42,M,casado,Familiar,1,Costa,Rural,3398,4,Mensual,Produccion,9650,66,3281,1050,228,4559,430,246,57,733,114,918,83.92,1
SOL-006187,40,F,casado,Alquilada,2,Costa,Rural,4269,33,Diario,Servicios,9705,75,2426.25,996,591,4013.25,560,161,436,1157,4796,901,71.17,0
SOL-006188,57,M,conviviente,Familiar,5,Costa,Urbano,762,4,Mensual,Servicios,4172,70,1251.6,632,676,2559.6,1250,122,166,1538,664,671,39.91,1
SOL-006189,51,F,divorciado,Alquilada,6,Costa,Periurbano,2983,3,Mensual,Servicios,7023,70,2106.9,1812,130,4048.9,1300,85,411,1796,8220,600,55.64,0
SOL-006190,25,M,viudo,Familiar,2,Costa,Urbano,18790,38,Semanal,Servicios,8741,15,7429.85,992,159,8580.85,710,572,564,1846,1128,944,78.49,1
SOL-006191,64,F,viudo,Familiar,6,Selva,Periurbano,4122,8,Mensual,Servicios,5851,68,1872.32,1687,653,4212.32,1240,55,301,1596,2709,840,62.11,1
SOL-006192,68,F,viudo,Familiar,2,Sierra,Rural,1149,6,Quincenal,Transporte,2991,34,1974.06,789,423,3186.06,520,89,309,918,1236,833,71.19,1
SOL-006193,55,F,divorciado,Familiar,6,Sierra,Periurbano,4631,32,Semanal,Produccion,7854,60,3141.6,454,1032,4627.6,1210,227,579,2016,15633,485,56.44,0
SOL-006194,32,M,viudo,Propia,6,Sierra,Periurbano,3383,13,Quincenal,Transporte,2847,60,1138.8,496,335,1969.8,1210,109,132,1451,792,685,26.34,1
SOL-006195,62,M,viudo,Propia,3,Costa,Rural,497,49,Semanal,Comercio,5480,51,2685.2,836,843,4364.2,700,56,476,1232,9520,639,71.77,0
SOL-006196,66,M,soltero,Propia,1,Costa,Periurbano,601,21,Semanal,Transporte,1488,72,416.64,80,188,684.64,480,48,82,610,1148,591,10.9,0
SOL-006197,57,F,conviviente,Familiar,2,Sierra,Urbano,821,14,Semanal,Transporte,1905,74,495.3,191,94,780.3,670,50,26,746,156,913,4.4,0
SOL-006198,49,M,viudo,Familiar,6,Costa,Rural,1758,10,Mensual,Produccion,5137,61,2003.43,802,409,3214.43,1150,152,142,1444,2982,776,55.08,0
SOL-006199,36,M,casado,Propia,3,Costa,Rural,8649,9,Quincenal,Comercio,6673,17,5538.59,1291,904,7733.59,700,438,433,1571,10392,700,79.69,0
SOL-006200,42,M,soltero,Alquilada,1,Selva,Rural,4688,36,Semanal,Produccion,4156,61,1620.84,664,285,2569.84,350,57,83,490,415,890,80.93,1
SOL-006201,39,F,viudo,Familiar,2,Sierra,Rural,15691,35,Semanal,Servicios,9919,43,5653.83,1195,1445,8293.83,520,158,976,1654,7808,999,80.06,0
SOL-006202,36,F,divorciado,Alquilada,4,Selva,Rural,2330,20,Quincenal,Comercio,8909,70,2672.7,1480,14,4166.7,710,203,154,1067,154,746,74.39,1
SOL-006203,34,M,soltero,Familiar,1,Costa,Rural,1112,17,Semanal,Produccion,1937,66,658.58,399,335,1392.58,430,54,77,561,1848,605,59.72,0
SOL-006204,67,F,casado,Propia,5,Sierra,Rural,5189,63,Diario,Comercio,4763,56,2095.72,1321,657,4073.72,890,197,86,1173,3096,762,71.21,0
SOL-006205,58,F,conviviente,Alquilada,1,Costa,Urbano,6612,20,Quincenal,Transporte,8592,69,2663.52,998,1655,5316.52,550,257,325,1132,5850,518,78.71,0
SOL-006206,39,F,casado,Familiar,3,Sierra,Periurbano,2993,107,Diario,Produccion,3357,56,1477.08,35,179,1691.08,740,85,173,998,3806,573,40.98,0
SOL-006207,34,F,soltero,Propia,1,Sierra,Urbano,762,9,Mensual,Comercio,4695,42,2723.1,706,727,4156.1,520,78,373,971,4476,841,76.64,0
SOL-006208,40,M,divorciado,Familiar,6,Costa,Rural,5513,67,Diario,Transporte,2750,10,2475,787,198,3460,1150,212,206,1568,7416,601,54.68,0
SOL-006209,19,F,soltero,Familiar,1,Sierra,Periurbano,3822,18,Semanal,Transporte,5153,63,1906.61,1433,458,3797.61,450,156,378,984,378,846,74.09,1
SOL-006210,70,F,casado,Familiar,6,Selva,Periurbano,445,6,Mensual,Transporte,1847,76,443.28,77,151,671.28,1240,48,38,1326,38,825,-97.53,0
SOL-006211,70,F,viudo,Alquilada,3,Costa,Urbano,2129,4,Mensual,Servicios,8823,68,2823.36,442,459,3724.36,890,246,280,1416,3360,744,61.98,0
SOL-006212,35,F,soltero,Familiar,1,Costa,Periurbano,730,12,Quincenal,Servicios,2711,70,813.3,439,515,1767.3,480,54,48,582,96,872,67.07,1
SOL-006213,55,M,soltero,Propia,1,Sierra,Rural,488,82,Diario,Servicios,8489,77,1952.47,676,1210,3838.47,390,142,358,890,716,936,76.81,1
SOL-006214,20,F,soltero,Familiar,1,Costa,Periurbano,8482,3,Mensual,Comercio,4533,35,2946.45,521,721,4188.45,480,240,265,985,2385,687,76.48,1
SOL-006215,63,F,soltero,Familiar,1,Costa,Rural,1924,59,Diario,Servicios,7256,74,1886.56,1207,659,3752.56,430,93,196,719,3528,713,80.84,0
SOL-006216,65,M,divorciado,Propia,1,Selva,Urbano,3541,4,Mensual,Comercio,4959,57,2132.37,1061,761,3954.37,490,174,68,732,1360,842,81.49,1
SOL-006217,56,M,viudo,Propia,5,Sierra,Periurbano,10897,12,Mensual,Servicios,9138,59,3746.58,2530,585,6861.58,1050,188,517,1755,2585,835,74.42,1
SOL-006218,43,M,conviviente,Familiar,4,Selva,Periurbano,435,10,Mensual,Transporte,1803,75,450.75,133,293,876.75,920,45,26,991,624,753,-13.03,0
SOL-006219,33,M,casado,Propia,6,Sierra,Periurbano,1848,12,Mensual,Transporte,2630,74,683.8,742,372,1797.8,1210,59,80,1349,320,752,24.96,0
SOL-006220,34,F,conviviente,Alquilada,4,Costa,Periurbano,348,27,Semanal,Comercio,1993,70,597.9,21,291,909.9,960,50,6,1016,72,827,-11.66,0
SOL-006221,70,F,viudo,Alquilada,1,Costa,Urbano,1634,12,Quincenal,Comercio,7235,70,2170.5,1156,782,4108.5,550,192,52,794,1560,794,80.67,1
SOL-006222,20,M,soltero,Alquilada,1,Sierra,Urbano,5052,72,Diario,Transporte,8527,75,2131.75,909,445,3485.75,520,153,214,887,2568,699,74.55,1
SOL-006223,63,M,divorciado,Propia,2,Sierra,Urbano,5692,28,Semanal,Comercio,6198,62,2355.24,1033,707,4095.24,670,148,163,981,3260,862,76.05,0
SOL-006224,57,F,soltero,Familiar,1,Selva,Urbano,14673,11,Mensual,Comercio,6914,10,6222.6,713,745,7680.6,490,364,1027,1881,22594,553,75.51,0
SOL-006225,47,M,conviviente,Propia,4,Costa,Periurbano,1059,7,Quincenal,Servicios,1492,66,507.28,420,198,1125.28,960,50,43,1053,430,939,6.42,0
SOL-006226,31,M,viudo,Familiar,1,Sierra,Rural,725,16,Semanal,Servicios,4760,72,1332.8,579,357,2268.8,390,103,57,550,798,992,75.76,1
SOL-006227,26,M,casado,Alquilada,3,Costa,Urbano,2144,71,Diario,Comercio,5705,73,1540.35,1608,895,4043.35,890,126,256,1272,2304,865,68.54,1
SOL-006228,33,M,conviviente,Alquilada,5,Sierra,Rural,2306,52,Diario,Servicios,4758,63,1760.46,670,689,3119.46,890,59,104,1053,1248,705,66.24,1
SOL-006229,68,M,soltero,Alquilada,1,Selva,Urbano,3860,54,Diario,Comercio,7385,82,1329.3,789,1121,3239.3,490,69,33,592,297,862,81.72,1
SOL-006230,38,F,casado,Familiar,3,Costa,Periurbano,4342,23,Quincenal,Comercio,5551,65,1942.85,1063,474,3479.85,790,72,318,1180,3816,823,66.09,0
SOL-006231,42,F,viudo,Familiar,2,Sierra,Periurbano,4167,115,Diario,Transporte,3875,60,1550,582,380,2512,590,114,302,1006,6342,456,59.95,0
SOL-006232,27,M,casado,Alquilada,1,Sierra,Rural,1094,7,Quincenal,Produccion,5395,65,1888.25,1578,936,4402.25,390,152,326,868,652,912,80.28,1
SOL-006233,42,F,viudo,Familiar,2,Selva,Urbano,3098,33,Diario,Produccion,9173,63,3394.01,2322,501,6217.01,640,274,18,932,108,711,85.01,1
SOL-006234,39,F,casado,Propia,5,Costa,Urbano,4152,51,Diario,Transporte,9140,67,3016.2,1185,244,4445.2,1250,73,411,1734,411,665,60.99,1
SOL-006235,62,M,soltero,Propia,1,Costa,Periurbano,4408,14,Semanal,Produccion,6103,20,4882.4,759,132,5773.4,480,84,903,1467,14448,565,74.59,0
SOL-006236,29,F,viudo,Propia,1,Sierra,Periurbano,4337,14,Quincenal,Produccion,8013,64,2884.68,1698,209,4791.68,450,243,391,1084,2346,997,77.38,1
SOL-006237,51,M,divorciado,Propia,1,Sierra,Rural,6552,109,Diario,Servicios,6976,53,3278.72,128,1,3407.72,390,102,24,516,528,827,84.86,1
SOL-006238,27,M,divorciado,Familiar,2,Selva,Urbano,2474,12,Quincenal,Transporte,6906,42,4005.48,1216,429,5650.48,640,164,447,1251,894,793,77.86,1
SOL-006239,36,F,soltero,Propia,1,Sierra,Urbano,703,84,Diario,Servicios,1065,68,340.8,77,28,445.8,520,41,21,582,168,654,-30.55,0
SOL-006240,20,M,soltero,Alquilada,1,Sierra,Rural,4269,37,Semanal,Comercio,8887,65,3110.45,872,1391,5373.45,390,121,564,1075,18612,383,79.99,0
SOL-006241,57,M,casado,Alquilada,4,Selva,Urbano,6308,28,Semanal,Servicios,3013,30,2109.1,457,96,2662.1,990,86,9,1085,198,901,59.24,1
SOL-006242,60,M,conviviente,Alquilada,4,Selva,Periurbano,2131,5,Mensual,Produccion,3018,15,2565.3,367,582,3514.3,920,200,364,1484,9828,554,57.77,0
SOL-006243,35,F,soltero,Propia,1,Sierra,Rural,362,3,Mensual,Produccion,2182,63,807.34,93,168,1068.34,390,50,16,456,384,789,57.32,1
SOL-006244,67,M,divorciado,Propia,3,Selva,Urbano,1022,5,Mensual,Comercio,3785,73,1021.95,68,387,1476.95,800,51,86,937,1548,917,36.56,0
SOL-006245,68,F,soltero,Familiar,1,Costa,Periurbano,5564,65,Diario,Transporte,8389,72,2348.92,1534,445,4327.92,480,122,45,647,810,716,85.05,1
SOL-006246,24,M,casado,Propia,4,Costa,Periurbano,992,6,Mensual,Servicios,4877,77,1121.71,579,46,1746.71,960,107,85,1152,170,981,34.05,1
SOL-006247,52,F,casado,Propia,5,Sierra,Periurbano,5521,83,Diario,Servicios,8795,63,3254.15,999,1076,5329.15,1050,307,18,1375,18,810,74.2,1
SOL-006248,41,F,soltero,Alquilada,1,Costa,Rural,483,10,Mensual,Servicios,2049,75,512.25,267,73,852.25,430,50,24,504,288,818,40.86,1
SOL-006249,39,F,casado,Alquilada,5,Costa,Urbano,5466,59,Diario,Comercio,6279,70,1883.7,1096,149,3128.7,1250,155,204,1609,204,926,48.57,1
SOL-006250,59,M,casado,Alquilada,6,Sierra,Rural,9578,12,Quincenal,Comercio,8479,57,3645.97,1084,1054,5783.97,1020,336,270,1626,1620,986,71.89,1
SOL-006251,27,M,divorciado,Alquilada,6,Costa,Rural,524,110,Diario,Comercio,9724,65,3403.4,997,1214,5614.4,1150,106,303,1559,909,700,72.23,1
SOL-006252,58,F,viudo,Propia,6,Costa,Rural,990,7,Mensual,Transporte,3489,54,1604.94,67,357,2028.94,1150,103,300,1553,1200,831,23.46,0
SOL-006253,61,F,conviviente,Alquilada,6,Costa,Periurbano,697,11,Mensual,Produccion,5949,52,2855.52,1252,1084,5191.52,1300,273,171,1744,1881,688,66.41,1
SOL-006254,31,M,divorciado,Propia,2,Costa,Periurbano,1974,57,Diario,Servicios,1551,52,744.48,290,17,1051.48,630,74,51,755,204,669,28.2,1
SOL-006255,65,M,divorciado,Propia,2,Costa,Urbano,1271,8,Mensual,Produccion,2913,74,757.38,859,194,1810.38,710,74,43,827,774,824,54.32,1
SOL-006256,67,M,conviviente,Alquilada,1,Sierra,Rural,15741,11,Quincenal,Comercio,9286,40,5571.6,1906,1271,8748.6,390,176,434,1000,4774,765,88.57,1
SOL-006257,50,M,viudo,Alquilada,3,Sierra,Rural,2720,14,Semanal,Comercio,6347,75,1586.75,950,369,2905.75,630,114,39,783,390,718,73.05,1
SOL-006258,37,M,conviviente,Alquilada,3,Sierra,Urbano,1660,93,Diario,Servicios,5140,56,2261.6,1245,872,4378.6,830,218,174,1222,522,665,72.09,1
SOL-006259,24,F,viudo,Familiar,6,Costa,Urbano,437,21,Quincenal,Transporte,7206,57,3098.58,882,984,4964.58,1440,63,246,1749,984,864,64.77,1
SOL-006260,44,F,soltero,Familiar,1,Sierra,Rural,3227,15,Quincenal,Produccion,8530,64,3070.8,159,379,3608.8,390,103,594,1087,7128,629,69.88,0
SOL-006261,36,M,divorciado,Familiar,4,Selva,Rural,2062,6,Mensual,Servicios,4127,30,2888.9,269,103,3260.9,710,104,177,991,3186,973,69.61,0
SOL-006262,21,F,soltero,Alquilada,1,Sierra,Rural,376,33,Semanal,Produccion,1622,67,535.26,374,152,1061.26,390,50,72,512,1512,575,51.76,0
SOL-006263,45,F,casado,Familiar,6,Costa,Urbano,1405,7,Mensual,Transporte,6544,56,2879.36,868,919,4666.36,1440,158,507,2105,18252,111,54.89,0
SOL-006264,31,F,conviviente,Familiar,1,Selva,Periurbano,12634,28,Semanal,Transporte,9640,50,4820,253,939,6012,430,439,910,1779,21840,338,70.41,0
SOL-006265,65,M,casado,Propia,2,Sierra,Rural,741,9,Quincenal,Produccion,7289,71,2113.81,268,1103,3484.81,520,67,174,761,5742,571,78.16,0
SOL-006266,70,M,soltero,Familiar,1,Selva,Urbano,2418,6,Mensual,Servicios,2699,69,836.69,646,131,1613.69,490,60,58,608,522,713,62.32,1
SOL-006267,22,F,casado,Propia,1,Costa,Urbano,1384,5,Quincenal,Servicios,8878,63,3284.86,205,292,3781.86,550,324,155,1029,4650,731,72.79,0
SOL-006268,50,M,viudo,Propia,6,Selva,Rural,5147,4,Mensual,Servicios,8349,60,3339.6,1358,989,5686.6,970,202,393,1565,11790,584,72.48,0
SOL-006269,18,F,soltero,Propia,1,Sierra,Urbano,4086,24,Quincenal,Comercio,6642,76,1594.08,1250,1190,4034.08,520,150,296,966,4736,521,76.05,0
SOL-006270,49,M,casado,Alquilada,6,Costa,Urbano,1208,6,Mensual,Produccion,4009,57,1723.87,1112,201,3036.87,1440,127,336,1903,7392,340,37.34,0
SOL-006271,64,F,divorciado,Familiar,3,Costa,Rural,2752,21,Quincenal,Transporte,4172,69,1293.32,575,199,2067.32,700,56,198,954,1584,695,53.85,0
SOL-006272,18,M,soltero,Alquilada,1,Selva,Urbano,5782,15,Quincenal,Servicios,9950,66,3383,1054,1944,6381,490,275,35,800,1155,778,87.46,1
SOL-006273,21,F,soltero,Alquilada,1,Sierra,Periurbano,670,20,Quincenal,Servicios,1001,59,410.41,1,181,592.41,450,48,63,561,1512,556,5.3,0
SOL-006274,60,M,conviviente,Familiar,5,Selva,Rural,3281,11,Quincenal,Produccion,7769,71,2253.01,168,150,2571.01,840,77,310,1227,3720,834,52.28,0
SOL-006275,30,M,soltero,Propia,1,Selva,Rural,347,7,Quincenal,Servicios,2102,68,672.64,63,368,1103.64,350,57,103,510,3708,374,53.79,0
SOL-006276,57,F,viudo,Propia,6,Costa,Urbano,1337,6,Quincenal,Comercio,6663,72,1865.64,1671,493,4029.64,1440,163,332,1935,2656,765,51.98,1
SOL-006277,49,F,divorciado,Familiar,1,Costa,Rural,4776,63,Diario,Servicios,6649,69,2061.19,205,117,2383.19,430,176,115,721,920,800,69.75,1
SOL-006278,36,M,casado,Alquilada,4,Sierra,Rural,1117,9,Mensual,Servicios,8635,62,3281.3,1708,865,5854.3,750,50,237,1037,237,689,82.29,1
SOL-006279,38,F,viudo,Alquilada,1,Selva,Rural,2088,8,Quincenal,Comercio,5247,71,1521.63,1490,61,3072.63,350,107,186,643,372,842,79.07,1
SOL-006280,42,F,casado,Familiar,4,Selva,Periurbano,1509,17,Quincenal,Produccion,1999,55,899.55,316,176,1391.55,920,84,128,1132,1920,521,18.65,0
SOL-006281,46,M,viudo,Propia,2,Sierra,Periurbano,3705,2,Quincenal,Produccion,4932,40,2959.2,174,707,3840.2,590,113,187,890,748,867,76.82,1
SOL-006282,65,F,divorciado,Propia,5,Costa,Rural,1806,66,Diario,Transporte,2648,58,1112.16,402,469,1983.16,1000,111,161,1272,3864,549,35.86,0
SOL-006283,39,M,divorciado,Alquilada,2,Selva,Periurbano,3411,8,Quincenal,Transporte,3842,69,1191.02,263,391,1845.02,580,50,21,651,504,712,64.72,1
SOL-006284,18,F,soltero,Propia,1,Selva,Urbano,1710,12,Quincenal,Produccion,1786,54,821.56,52,25,898.56,490,82,17,589,238,972,34.45,1
SOL-006285,27,M,casado,Familiar,6,Sierra,Rural,553,3,Mensual,Servicios,4177,65,1461.95,780,645,2886.95,1020,137,289,1446,4046,638,49.91,0
SOL-006286,21,F,soltero,Alquilada,1,Selva,Urbano,3620,3,Mensual,Produccion,9929,58,4170.18,133,265,4568.18,490,328,295,1113,5310,690,75.64,0
SOL-006287,47,M,conviviente,Propia,5,Selva,Periurbano,1128,44,Diario,Produccion,2167,81,411.73,136,240,787.73,1080,47,56,1183,1008,557,-50.18,0
SOL-006288,41,F,casado,Familiar,1,Costa,Periurbano,6866,27,Semanal,Servicios,8820,59,3616.2,2053,741,6410.2,480,311,441,1232,882,732,80.78,1
SOL-006289,51,F,casado,Alquilada,2,Sierra,Periurbano,6698,8,Quincenal,Produccion,8411,60,3364.4,1048,375,4787.4,590,115,131,836,4323,753,82.54,0
SOL-006290,54,F,conviviente,Alquilada,4,Costa,Periurbano,8772,6,Quincenal,Comercio,7570,60,3028,1384,414,4826,960,224,29,1213,1044,750,74.87,1
SOL-006291,35,M,casado,Alquilada,1,Sierra,Periurbano,6225,9,Quincenal,Produccion,9015,63,3335.55,1969,1438,6742.55,450,286,284,1020,1704,852,84.87,1
SOL-006292,26,M,casado,Alquilada,6,Costa,Rural,1014,7,Mensual,Transporte,1525,73,411.75,418,8,837.75,1150,47,79,1276,395,968,-52.31,0
SOL-006293,48,M,soltero,Alquilada,1,Sierra,Periurbano,1490,11,Mensual,Transporte,4841,56,2130.04,452,662,3244.04,450,180,51,681,561,734,79.01,1
SOL-006294,22,F,soltero,Alquilada,1,Sierra,Periurbano,3246,20,Semanal,Produccion,3994,65,1397.9,1178,523,3098.9,450,137,204,791,1224,937,74.47,1
SOL-006295,66,M,soltero,Propia,1,Sierra,Rural,1754,10,Mensual,Servicios,6656,69,2063.36,213,1266,3542.36,390,178,376,944,3008,815,73.35,0
SOL-006296,37,M,divorciado,Propia,3,Sierra,Urbano,1073,3,Mensual,Servicios,3870,72,1083.6,650,370,2103.6,830,74,103,1007,2781,632,52.13,0
SOL-006297,36,M,casado,Familiar,6,Sierra,Urbano,732,60,Diario,Transporte,2163,62,821.94,547,306,1674.94,1350,81,63,1494,378,658,10.8,0
SOL-006298,42,M,conviviente,Alquilada,4,Sierra,Rural,4798,7,Mensual,Comercio,5074,34,3348.84,1424,221,4993.84,750,97,372,1219,1488,849,75.59,1
SOL-006299,64,F,viudo,Familiar,1,Selva,Rural,2163,96,Diario,Produccion,7262,70,2178.6,1462,1151,4791.6,350,59,108,517,648,655,89.21,1
SOL-006300,46,M,casado,Familiar,4,Selva,Urbano,5817,6,Mensual,Transporte,9409,63,3481.33,1976,1638,7095.33,990,251,586,1827,21096,296,74.25,0
SOL-006301,70,M,casado,Propia,3,Costa,Periurbano,870,35,Diario,Comercio,1226,63,453.62,30,74,557.62,790,49,28,867,168,810,-55.48,0
SOL-006302,39,F,soltero,Alquilada,1,Selva,Periurbano,805,46,Semanal,Transporte,7047,71,2043.63,1869,372,4284.63,430,84,314,828,3140,770,80.68,1
SOL-006303,64,F,soltero,Propia,1,Selva,Urbano,386,26,Semanal,Produccion,2718,70,815.4,327,68,1210.4,490,55,144,689,4752,486,43.08,0
SOL-006304,27,F,viudo,Familiar,6,Costa,Rural,752,39,Diario,Comercio,7488,33,5016.96,1383,185,6584.96,1150,460,901,2511,1802,901,61.87,1
SOL-006305,56,F,conviviente,Alquilada,6,Sierra,Periurbano,1344,91,Diario,Servicios,8501,60,3400.4,568,973,4941.4,1210,87,101,1398,3030,913,71.71,1
SOL-006306,52,M,divorciado,Familiar,3,Sierra,Rural,622,51,Diario,Comercio,5672,65,1985.2,819,563,3367.2,630,135,114,879,4104,560,73.9,0
SOL-006307,51,F,soltero,Familiar,1,Selva,Rural,4587,23,Quincenal,Produccion,5329,61,2078.31,29,1001,3108.31,350,58,363,771,3993,745,75.2,0
SOL-006308,35,M,casado,Familiar,1,Costa,Rural,613,4,Mensual,Transporte,1999,68,639.68,54,285,978.68,430,55,55,540,550,672,44.82,1
SOL-006309,33,F,viudo,Familiar,5,Sierra,Periurbano,339,8,Mensual,Comercio,1748,60,699.2,35,192,926.2,1050,52,48,1150,1056,965,-24.16,0
SOL-006310,29,F,soltero,Propia,1,Costa,Rural,1096,12,Mensual,Servicios,1421,35,923.65,42,29,994.65,430,80,84,594,672,700,40.28,1
SOL-006311,23,M,casado,Familiar,1,Selva,Periurbano,619,50,Diario,Servicios,8634,78,1899.48,2391,1138,5428.48,430,88,140,658,1120,712,87.88,1
SOL-006312,43,F,viudo,Alquilada,1,Costa,Urbano,10790,4,Mensual,Comercio,9976,55,4489.2,2921,594,8004.2,550,158,821,1529,7389,865,80.9,0
SOL-006313,32,F,divorciado,Familiar,6,Sierra,Periurbano,7743,89,Diario,Transporte,8349,59,3423.09,256,1523,5202.09,1210,274,138,1622,2070,904,68.82,1
SOL-006314,47,F,viudo,Alquilada,1,Selva,Urbano,6734,39,Semanal,Produccion,9414,15,8001.9,1225,347,9573.9,490,119,1383,1992,8298,681,79.19,0
SOL-006315,62,F,divorciado,Familiar,6,Selva,Urbano,2783,7,Mensual,Transporte,7753,64,2791.08,2010,300,5101.08,1330,99,284,1713,2840,828,66.42,1
SOL-006316,64,F,casado,Propia,6,Costa,Urbano,721,23,Quincenal,Comercio,2411,75,602.75,123,213,938.75,1440,53,92,1585,828,892,-68.84,0
SOL-006317,46,M,conviviente,Familiar,2,Sierra,Periurbano,1863,61,Diario,Comercio,1481,43,844.17,437,199,1480.17,590,53,146,789,292,800,46.7,1
