ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,sector_economico,ingreso_mensual_bruto,costo_inversion,ingreso_mensual_neto,ingreso_adicional,ingreso_terceros,ingreso_total,gasto_basico,gastos_operativos,gastos_financieros,gasto_total,puntaje_experian,aprobado
SOL-003718,60,M,soltero,Propia,1,Sierra,Urbano,3156,12,Mensual,Transporte,9608,56,4227.52,422,1032,5681.52,520,191,244,955,685,1
SOL-003719,38,M,conviviente,Alquilada,1,Selva,Urbano,5056,16,Quincenal,Comercio,6334,68,2026.88,543,820,3389.88,490,135,14,639,871,1
SOL-003720,26,F,conviviente,Propia,2,Sierra,Urbano,830,8,Semanal,Servicios,2625,74,682.5,406,220,1308.5,670,59,45,774,759,0
SOL-003721,24,F,divorciado,Familiar,6,Sierra,Rural,7295,27,Semanal,Comercio,7026,53,3302.22,382,1055,4739.22,1020,224,100,1344,950,1
SOL-003722,53,F,conviviente,Familiar,1,Selva,Urbano,3697,50,Semanal,Produccion,7828,58,3287.76,2303,1044,6634.76,490,148,268,906,846,1
SOL-003723,55,F,casado,Alquilada,6,Selva,Urbano,6050,49,Diario,Transporte,7328,40,4396.8,970,1010,6376.8,1330,355,747,2432,865,0
SOL-003724,50,F,casado,Propia,6,Sierra,Periurbano,703,49,Semanal,Produccion,7587,56,3338.28,2015,1229,6582.28,1210,77,605,1892,903,1
SOL-003725,61,F,casado,Propia,6,Sierra,Periurbano,2700,48,Semanal,Transporte,3961,64,1425.96,220,627,2272.96,1210,92,83,1385,968,1
SOL-003726,26,M,conviviente,Propia,2,Costa,Urbano,3866,44,Diario,Servicios,9946,50,4973,2591,1043,8607,710,360,353,1423,981,1
SOL-003727,26,M,divorciado,Alquilada,1,Costa,Urbano,3815,23,Semanal,Produccion,5372,69,1665.32,566,565,2796.32,550,141,10,701,771,1
SOL-003728,56,F,conviviente,Familiar,6,Sierra,Urbano,1350,8,Mensual,Produccion,7686,72,2152.08,1004,563,3719.08,1350,105,78,1533,854,1
SOL-003729,56,M,soltero,Familiar,1,Costa,Rural,2464,76,Diario,Comercio,7587,40,4552.2,2117,475,7144.2,430,178,514,1122,728,1
SOL-003730,26,F,conviviente,Familiar,5,Sierra,Urbano,2415,11,Quincenal,Servicios,6230,71,1806.7,1457,699,3962.7,1180,174,360,1714,831,1
SOL-003731,43,F,divorciado,Propia,6,Sierra,Periurbano,8163,66,Diario,Transporte,3646,15,3099.1,303,30,3432.1,1210,246,495,1951,906,0
SOL-003732,23,F,conviviente,Familiar,1,Sierra,Urbano,6755,3,Quincenal,Produccion,9931,73,2681.37,507,1343,4531.37,520,210,486,1216,976,0
SOL-003733,37,M,divorciado,Alquilada,2,Costa,Rural,1444,72,Diario,Comercio,7228,32,4915.04,2059,385,7359.04,560,320,350,1230,787,1
SOL-003734,20,M,soltero,Alquilada,1,Sierra,Rural,3117,86,Diario,Comercio,8188,55,3684.6,2022,641,6347.6,390,303,582,1275,796,1
SOL-003735,62,F,conviviente,Propia,3,Selva,Rural,932,46,Diario,Produccion,4264,78,938.08,968,573,2479.08,590,88,73,751,924,1
SOL-003736,58,F,divorciado,Propia,4,Costa,Rural,606,8,Quincenal,Comercio,1331,15,1131.35,277,7,1415.35,840,50,169,1059,992,0
SOL-003737,52,F,soltero,Familiar,1,Selva,Urbano,9322,17,Quincenal,Transporte,9325,59,3823.25,2107,207,6137.25,490,372,294,1156,743,1
SOL-003738,31,F,divorciado,Alquilada,6,Sierra,Rural,637,12,Semanal,Comercio,1363,71,395.27,239,7,641.27,1020,44,41,1105,780,0
SOL-003739,54,F,divorciado,Alquilada,4,Selva,Periurbano,4625,12,Semanal,Comercio,6300,71,1827,1731,420,3978,920,125,129,1174,853,0
SOL-003740,56,F,divorciado,Propia,2,Sierra,Urbano,1918,88,Diario,Servicios,6943,76,1666.32,336,1084,3086.32,670,143,20,833,918,1
SOL-003741,41,M,divorciado,Propia,4,Costa,Rural,2839,30,Semanal,Comercio,5442,58,2285.64,1200,244,3729.64,840,72,51,963,709,1
SOL-003742,51,F,soltero,Alquilada,1,Sierra,Periurbano,1919,26,Semanal,Produccion,2975,65,1041.25,580,409,2030.25,450,89,1,540,994,1
SOL-003743,42,F,divorciado,Alquilada,3,Costa,Urbano,501,6,Mensual,Transporte,6048,67,1995.84,779,161,2935.84,890,55,240,1185,656,1
SOL-003744,58,M,divorciado,Alquilada,3,Costa,Periurbano,8115,13,Quincenal,Transporte,4631,40,2778.6,595,79,3452.6,790,172,253,1215,699,0
SOL-003745,36,F,soltero,Familiar,1,Costa,Urbano,965,87,Diario,Servicios,1037,65,362.95,53,79,494.95,550,41,65,656,808,0
SOL-003746,31,F,viudo,Familiar,6,Selva,Periurbano,4713,8,Mensual,Servicios,3965,60,1586,656,293,2535,1240,76,74,1390,898,0
SOL-003747,61,F,soltero,Familiar,1,Sierra,Periurbano,776,46,Semanal,Transporte,3308,71,959.32,198,5,1162.32,450,72,92,614,969,1
SOL-003748,44,M,conviviente,Alquilada,6,Selva,Periurbano,1644,87,Diario,Produccion,2484,68,794.88,307,88,1189.88,1240,52,35,1327,870,0
SOL-003749,46,F,conviviente,Alquilada,5,Costa,Urbano,2865,31,Semanal,Transporte,5060,50,2530,302,670,3502,1250,94,353,1697,876,1
SOL-003750,42,M,conviviente,Propia,6,Sierra,Rural,3757,22,Quincenal,Transporte,6069,64,2184.84,880,230,3294.84,1020,68,291,1379,763,1
SOL-003751,48,F,viudo,Familiar,1,Sierra,Rural,1525,9,Mensual,Servicios,6542,73,1766.34,1284,34,3084.34,390,162,190,742,875,1
SOL-003752,46,M,conviviente,Propia,3,Costa,Urbano,3710,33,Diario,Produccion,2491,10,2241.9,611,224,3076.9,890,100,291,1281,800,0
SOL-003753,67,M,conviviente,Propia,6,Sierra,Periurbano,3003,5,Mensual,Produccion,5101,72,1428.28,1454,561,3443.28,1210,138,236,1584,778,1
SOL-003754,66,F,viudo,Alquilada,1,Costa,Rural,5154,113,Diario,Comercio,9729,73,2626.83,2222,1664,6512.83,430,87,175,692,901,1
SOL-003755,63,M,conviviente,Propia,6,Sierra,Urbano,1948,9,Semanal,Produccion,7203,13,6266.61,844,1422,8532.61,1350,467,496,2313,794,1
SOL-003756,56,F,conviviente,Propia,5,Selva,Rural,3618,7,Mensual,Transporte,5749,38,3564.38,417,181,4162.38,840,226,434,1500,911,1
SOL-003757,44,M,divorciado,Propia,4,Selva,Urbano,2542,6,Mensual,Comercio,2501,63,925.37,74,416,1415.37,990,81,50,1121,771,0
SOL-003758,47,M,divorciado,Alquilada,2,Selva,Urbano,2622,6,Quincenal,Transporte,2872,38,1780.64,34,181,1995.64,640,89,12,741,729,0
SOL-003759,53,F,casado,Familiar,6,Selva,Urbano,789,18,Quincenal,Produccion,5201,73,1404.27,1275,358,3037.27,1330,66,217,1613,790,1
SOL-003760,25,M,viudo,Alquilada,2,Costa,Rural,4304,12,Quincenal,Comercio,8905,18,7302.1,1013,450,8765.1,560,243,919,1722,740,1
SOL-003761,26,M,viudo,Alquilada,1,Sierra,Rural,324,46,Semanal,Servicios,7273,40,4363.8,1406,583,6352.8,390,103,592,1085,794,1
SOL-003762,28,F,casado,Familiar,6,Costa,Periurbano,318,12,Mensual,Produccion,5007,40,3004.2,444,330,3778.2,1300,158,550,2008,944,1
SOL-003763,47,M,divorciado,Familiar,5,Selva,Rural,2831,37,Semanal,Servicios,8833,58,3709.86,2067,471,6247.86,840,292,578,1710,696,1
SOL-003764,44,M,casado,Propia,6,Selva,Urbano,5977,5,Quincenal,Transporte,6178,63,2285.86,1091,348,3724.86,1330,155,351,1836,991,0
SOL-003765,35,M,viudo,Alquilada,2,Selva,Rural,1995,6,Mensual,Transporte,2433,66,827.22,194,44,1065.22,470,65,149,684,703,0
SOL-003766,61,M,viudo,Propia,6,Selva,Rural,3991,6,Mensual,Comercio,8206,66,2790.04,2112,979,5881.04,970,157,438,1565,751,1
SOL-003767,62,M,divorciado,Alquilada,6,Sierra,Periurbano,4408,3,Mensual,Comercio,3454,43,1968.78,344,179,2491.78,1210,64,286,1560,700,0
SOL-003768,24,M,conviviente,Familiar,6,Costa,Rural,3318,49,Diario,Servicios,3444,62,1308.72,452,391,2151.72,1150,56,129,1335,765,0
SOL-003769,41,M,casado,Alquilada,6,Costa,Periurbano,642,41,Diario,Transporte,8176,72,2289.28,1883,269,4441.28,1300,143,167,1610,650,1
SOL-003770,63,F,divorciado,Familiar,1,Sierra,Rural,488,7,Mensual,Comercio,8419,65,2946.65,1439,1245,5630.65,390,165,359,914,782,1
SOL-003771,21,F,soltero,Alquilada,1,Selva,Periurbano,3237,11,Quincenal,Transporte,6019,60,2407.6,1310,794,4511.6,430,116,479,1025,677,1
SOL-003772,47,M,conviviente,Propia,5,Selva,Periurbano,4617,24,Quincenal,Produccion,6782,70,2034.6,446,937,3417.6,1080,114,353,1547,674,1
SOL-003773,70,M,soltero,Alquilada,1,Sierra,Periurbano,1573,12,Mensual,Comercio,9703,71,2813.87,1982,1,4796.87,450,210,385,1045,726,1
SOL-003774,42,M,viudo,Alquilada,2,Costa,Rural,2490,57,Diario,Produccion,1423,18,1166.86,380,184,1730.86,560,78,177,815,844,0
SOL-003775,34,F,conviviente,Alquilada,6,Selva,Urbano,2670,21,Quincenal,Servicios,5320,71,1542.8,1146,252,2940.8,1330,97,163,1590,928,1
SOL-003776,69,M,divorciado,Familiar,4,Costa,Periurbano,990,18,Quincenal,Comercio,2618,68,837.76,689,171,1697.76,960,79,71,1110,828,1
SOL-003777,56,M,casado,Alquilada,6,Selva,Rural,1731,14,Quincenal,Comercio,2746,30,1922.2,765,531,3218.2,970,114,283,1367,746,1
SOL-003778,34,F,casado,Alquilada,4,Sierra,Urbano,2902,7,Quincenal,Produccion,8781,74,2283.06,2527,140,4950.06,1000,105,40,1145,666,1
SOL-003779,65,M,viudo,Familiar,6,Costa,Periurbano,1805,11,Mensual,Produccion,4680,69,1450.8,164,723,2337.8,1300,51,174,1525,848,1
SOL-003780,63,M,soltero,Propia,1,Costa,Rural,802,47,Semanal,Servicios,1233,77,283.59,120,181,584.59,430,43,27,500,893,0
SOL-003781,67,M,conviviente,Familiar,3,Selva,Urbano,447,7,Mensual,Transporte,2325,54,1069.5,85,305,1459.5,800,63,96,959,689,1
SOL-003782,68,F,divorciado,Familiar,5,Selva,Urbano,3633,5,Mensual,Comercio,9991,65,3496.85,1840,293,5629.85,1160,76,306,1542,974,1
SOL-003783,56,F,soltero,Alquilada,1,Sierra,Rural,1914,15,Quincenal,Transporte,1425,35,926.25,304,19,1249.25,390,56,172,618,786,1
SOL-003784,39,F,conviviente,Familiar,1,Selva,Rural,1434,5,Mensual,Comercio,4656,70,1396.8,694,411,2501.8,350,106,242,698,990,1
SOL-003785,42,M,divorciado,Alquilada,5,Selva,Periurbano,958,9,Mensual,Transporte,7353,53,3455.91,1911,437,5803.91,1080,159,438,1677,758,1
SOL-003786,62,M,viudo,Familiar,3,Selva,Periurbano,2183,48,Semanal,Comercio,5400,61,2106,734,745,3585,740,104,196,1040,944,1
SOL-003787,56,M,conviviente,Familiar,4,Selva,Rural,3715,43,Semanal,Transporte,6274,63,2321.38,991,782,4094.38,710,230,376,1316,958,1
SOL-003788,30,F,conviviente,Alquilada,2,Selva,Urbano,3530,59,Diario,Produccion,9118,52,4376.64,340,1647,6363.64,640,219,186,1045,996,1
SOL-003789,69,F,divorciado,Alquilada,2,Selva,Rural,1307,7,Mensual,Produccion,1238,62,470.44,81,96,647.44,470,50,8,528,946,0
SOL-003790,37,M,casado,Alquilada,5,Sierra,Periurbano,2436,22,Semanal,Comercio,4950,55,2227.5,741,968,3936.5,1050,196,106,1352,866,1
SOL-003791,51,M,divorciado,Propia,6,Selva,Rural,6441,8,Mensual,Comercio,8218,73,2218.86,351,1478,4047.86,970,201,278,1449,817,1
SOL-003792,41,F,divorciado,Familiar,5,Selva,Urbano,1640,21,Quincenal,Comercio,1858,53,873.26,434,109,1416.26,1160,82,47,1289,924,0
SOL-003793,65,M,soltero,Familiar,1,Sierra,Urbano,964,15,Semanal,Servicios,5759,77,1324.57,1024,1002,3350.57,520,120,260,900,731,1
SOL-003794,62,M,casado,Familiar,4,Costa,Urbano,637,16,Quincenal,Transporte,4139,60,1655.6,444,459,2558.6,1070,110,168,1348,985,1
SOL-003795,30,M,conviviente,Propia,5,Selva,Rural,5105,19,Quincenal,Produccion,5391,68,1725.12,840,833,3398.12,840,157,76,1073,661,1
SOL-003796,46,F,divorciado,Alquilada,6,Sierra,Rural,693,38,Semanal,Servicios,3170,63,1172.9,711,353,2236.9,1020,89,170,1279,803,1
SOL-003797,63,F,casado,Propia,3,Sierra,Rural,1302,41,Semanal,Transporte,6844,15,5817.4,670,667,7154.4,630,316,816,1762,860,1
SOL-003798,39,M,conviviente,Alquilada,1,Sierra,Periurbano,3087,8,Mensual,Comercio,2412,41,1423.08,674,153,2250.08,450,133,102,685,712,1
SOL-003799,21,F,soltero,Familiar,1,Selva,Urbano,487,53,Diario,Servicios,4175,63,1544.75,663,753,2960.75,490,113,307,910,717,1
SOL-003800,63,F,divorciado,Alquilada,3,Costa,Urbano,4581,51,Semanal,Transporte,6284,59,2576.44,115,634,3325.44,890,197,67,1154,652,1
SOL-003801,65,M,divorciado,Familiar,3,Costa,Urbano,457,23,Quincenal,Servicios,7272,70,2181.6,1580,1286,5047.6,890,124,408,1422,904,1
SOL-003802,65,F,casado,Familiar,4,Costa,Rural,2689,102,Diario,Produccion,7469,75,1867.25,1509,1393,4769.25,840,81,60,981,687,1
SOL-003803,22,F,soltero,Alquilada,1,Selva,Periurbano,2184,9,Mensual,Produccion,2211,60,884.4,272,41,1197.4,430,84,95,609,741,0
SOL-003804,67,F,divorciado,Alquilada,3,Selva,Periurbano,5631,55,Diario,Servicios,8958,76,2149.92,2617,907,5673.92,740,103,416,1259,818,0
SOL-003805,39,F,conviviente,Propia,3,Sierra,Urbano,1463,11,Semanal,Transporte,1941,63,718.17,243,183,1144.17,830,56,125,1011,791,0
SOL-003806,58,M,viudo,Alquilada,5,Sierra,Periurbano,6635,81,Diario,Produccion,6204,10,5583.6,413,1125,7121.6,1050,405,165,1620,925,1
SOL-003807,57,F,divorciado,Alquilada,6,Costa,Urbano,4195,65,Diario,Produccion,5014,55,2256.3,805,167,3228.3,1440,128,399,1967,968,0
SOL-003808,54,M,conviviente,Familiar,2,Sierra,Rural,2593,7,Mensual,Transporte,3675,71,1065.75,672,472,2209.75,520,56,120,696,740,1
SOL-003809,51,M,viudo,Alquilada,2,Costa,Urbano,3772,18,Quincenal,Transporte,3555,62,1350.9,1039,399,2788.9,710,102,94,906,710,1
SOL-003810,58,M,viudo,Propia,5,Sierra,Periurbano,3930,7,Mensual,Transporte,5291,74,1375.66,1342,358,3075.66,1050,55,133,1238,716,1
SOL-003811,49,M,divorciado,Propia,4,Selva,Periurbano,2100,36,Semanal,Transporte,9927,40,5956.2,1692,162,7810.2,920,254,551,1725,792,1
SOL-003812,28,M,casado,Familiar,3,Costa,Urbano,3392,10,Mensual,Transporte,5303,72,1484.84,551,352,2387.84,890,134,294,1318,799,1
SOL-003813,52,M,soltero,Propia,1,Selva,Periurbano,1505,18,Semanal,Comercio,8472,40,5083.2,1451,71,6605.2,430,426,305,1161,995,1
SOL-003814,69,F,soltero,Propia,1,Sierra,Periurbano,3565,21,Quincenal,Servicios,3813,68,1220.16,1114,52,2386.16,450,77,33,560,768,1
SOL-003815,44,M,casado,Alquilada,3,Sierra,Rural,19332,52,Semanal,Produccion,9046,15,7689.1,1229,517,9435.1,630,52,1079,1761,724,1
SOL-003816,60,M,conviviente,Alquilada,5,Sierra,Urbano,759,39,Diario,Produccion,6503,65,2276.05,1658,97,4031.05,1180,121,108,1409,828,1
SOL-003817,65,F,soltero,Familiar,1,Sierra,Periurbano,4454,96,Diario,Servicios,7821,70,2346.3,1335,232,3913.3,450,66,115,631,687,1
SOL-003818,34,M,viudo,Familiar,1,Costa,Rural,12374,14,Quincenal,Produccion,8248,18,6763.36,755,404,7922.36,430,671,360,1461,854,1
SOL-003819,32,F,casado,Familiar,5,Costa,Rural,5374,4,Mensual,Servicios,9160,64,3297.6,2650,1778,7725.6,1000,205,579,1784,681,1
SOL-003820,60,F,soltero,Alquilada,1,Selva,Urbano,1058,10,Quincenal,Produccion,2981,61,1162.59,389,93,1644.59,490,98,158,746,793,1
SOL-003821,23,F,soltero,Familiar,1,Selva,Urbano,5609,12,Mensual,Produccion,6196,49,3159.96,1399,489,5047.96,490,278,245,1013,788,1
SOL-003822,26,F,conviviente,Familiar,3,Selva,Periurbano,4429,9,Semanal,Servicios,9245,45,5084.75,40,1680,6804.75,740,170,97,1007,782,1
SOL-003823,50,M,casado,Alquilada,1,Costa,Rural,481,37,Semanal,Produccion,1733,69,537.23,121,93,751.23,430,53,98,581,946,0
SOL-003824,51,M,soltero,Propia,1,Selva,Rural,7697,36,Semanal,Produccion,8730,70,2619,2337,1295,6251,350,114,512,976,768,1
SOL-003825,57,M,divorciado,Propia,1,Costa,Urbano,5130,3,Mensual,Servicios,8187,52,3929.76,2451,847,7227.76,550,228,752,1530,720,1
SOL-003826,20,F,soltero,Propia,1,Selva,Urbano,3682,41,Diario,Comercio,8401,60,3360.4,1905,35,5300.4,490,310,324,1124,681,0
SOL-003827,53,M,viudo,Alquilada,2,Selva,Urbano,1296,4,Quincenal,Servicios,3047,67,1005.51,844,491,2340.51,640,55,150,845,951,1
SOL-003828,43,M,conviviente,Alquilada,4,Costa,Rural,7982,101,Diario,Produccion,5906,15,5020.1,194,905,6119.1,840,221,94,1155,923,0
SOL-003829,46,M,conviviente,Familiar,5,Costa,Urbano,8668,11,Mensual,Produccion,8300,51,4067,2476,1571,8114,1250,349,479,2078,716,1
SOL-003830,29,F,divorciado,Propia,4,Costa,Rural,3467,5,Mensual,Servicios,7785,65,2724.75,597,860,4181.75,840,202,40,1082,714,1
SOL-003831,39,M,viudo,Propia,1,Costa,Rural,3452,65,Diario,Comercio,5674,68,1815.68,1046,140,3001.68,430,124,342,896,804,0
SOL-003832,18,M,soltero,Familiar,1,Sierra,Rural,306,15,Semanal,Transporte,1259,66,428.06,39,127,594.06,390,46,18,454,867,0
SOL-003833,47,F,casado,Familiar,2,Costa,Rural,2574,8,Mensual,Servicios,4967,69,1539.77,792,116,2447.77,560,52,243,855,892,1
SOL-003834,41,F,conviviente,Familiar,4,Sierra,Periurbano,521,34,Semanal,Transporte,3004,68,961.28,277,536,1774.28,890,53,148,1091,785,1
SOL-003835,64,F,casado,Familiar,1,Selva,Urbano,1038,23,Semanal,Produccion,3794,85,569.1,112,509,1190.1,490,54,95,639,791,1
SOL-003836,54,M,divorciado,Familiar,6,Selva,Urbano,434,29,Semanal,Servicios,4588,65,1605.8,912,852,3369.8,1330,75,219,1624,840,1
SOL-003837,20,M,soltero,Familiar,1,Costa,Urbano,413,106,Diario,Transporte,1603,20,1282.4,476,314,2072.4,550,85,223,858,811,1
SOL-003838,35,M,soltero,Alquilada,1,Costa,Rural,3556,94,Diario,Produccion,4843,67,1598.19,469,680,2747.19,430,58,103,591,969,0
SOL-003839,52,F,soltero,Familiar,1,Sierra,Rural,655,12,Mensual,Comercio,1211,52,581.28,328,230,1139.28,390,54,96,540,873,1
SOL-003840,33,F,soltero,Propia,1,Sierra,Urbano,11886,6,Quincenal,Produccion,9112,50,4556,50,1296,5902,520,56,660,1236,718,0
SOL-003841,70,M,conviviente,Familiar,1,Selva,Rural,335,6,Mensual,Servicios,4842,63,1791.54,1148,34,2973.54,350,58,250,658,851,1
SOL-003842,56,F,conviviente,Familiar,4,Selva,Urbano,3310,87,Diario,Servicios,3168,63,1172.16,120,430,1722.16,990,117,171,1278,768,0
SOL-003843,18,F,soltero,Alquilada,1,Costa,Rural,1411,51,Semanal,Produccion,4548,35,2956.2,290,308,3554.2,430,226,536,1192,766,1
SOL-003844,34,M,soltero,Familiar,1,Sierra,Periurbano,666,4,Mensual,Comercio,1176,15,999.6,237,113,1349.6,450,60,121,631,956,1
SOL-003845,26,F,soltero,Alquilada,1,Sierra,Urbano,1954,18,Semanal,Comercio,6353,68,2032.96,481,1203,3716.96,520,183,9,712,816,1
SOL-003846,55,M,viudo,Alquilada,4,Selva,Rural,2535,90,Diario,Comercio,4841,82,871.38,197,443,1511.38,710,60,141,911,828,0
SOL-003847,39,M,casado,Familiar,6,Costa,Urbano,1001,12,Semanal,Comercio,1319,74,342.94,358,98,798.94,1440,45,15,1500,926,0
SOL-003848,22,M,viudo,Alquilada,5,Sierra,Rural,10623,8,Quincenal,Comercio,8477,57,3645.11,450,1161,5256.11,890,331,505,1726,738,0
SOL-003849,31,M,viudo,Familiar,2,Sierra,Rural,4182,42,Diario,Servicios,9181,54,4223.26,425,1824,6472.26,520,134,10,664,841,0
SOL-003850,18,M,soltero,Familiar,1,Sierra,Urbano,3344,89,Diario,Produccion,3240,55,1458,156,71,1685,520,96,162,778,868,0
SOL-003851,33,M,casado,Familiar,3,Selva,Periurbano,4743,37,Semanal,Produccion,6796,75,1699,448,418,2565,740,111,22,873,873,1
SOL-003852,45,F,casado,Propia,4,Sierra,Urbano,2224,17,Quincenal,Servicios,2558,71,741.82,650,282,1673.82,1000,60,134,1194,829,0
SOL-003853,23,M,viudo,Propia,5,Selva,Rural,4317,86,Diario,Transporte,3690,40,2214,1022,609,3845,840,108,23,971,960,1
SOL-003854,51,M,soltero,Familiar,1,Selva,Periurbano,1146,8,Mensual,Transporte,1400,63,518,243,219,980,430,50,47,527,904,1
SOL-003855,59,F,divorciado,Propia,3,Sierra,Rural,3072,49,Semanal,Servicios,4739,71,1374.31,955,447,2776.31,630,86,196,912,674,1
SOL-003856,18,M,soltero,Alquilada,1,Sierra,Periurbano,339,13,Semanal,Transporte,1191,73,321.57,73,220,614.57,450,34,24,508,766,0
SOL-003857,46,M,soltero,Propia,1,Selva,Periurbano,7949,113,Diario,Comercio,5814,51,2848.86,531,639,4018.86,430,138,65,633,877,0
SOL-003858,22,M,viudo,Propia,3,Selva,Periurbano,6651,51,Semanal,Produccion,9046,55,4070.7,290,1737,6097.7,740,208,374,1322,650,1
SOL-003859,61,F,divorciado,Familiar,6,Selva,Urbano,19157,7,Semanal,Produccion,8663,26,6410.62,1950,1526,9886.62,1330,153,678,2161,958,0
SOL-003860,67,F,soltero,Alquilada,1,Selva,Periurbano,12338,37,Semanal,Transporte,9858,40,5914.8,2108,356,8378.8,430,535,466,1431,818,1
SOL-003861,34,F,viudo,Propia,6,Sierra,Periurbano,9722,13,Quincenal,Transporte,5963,40,3577.8,490,159,4226.8,1210,89,4,1303,959,1
SOL-003862,58,M,divorciado,Propia,3,Sierra,Rural,8069,80,Diario,Transporte,9833,68,3146.56,930,883,4959.56,630,80,244,954,929,0
SOL-003863,26,F,conviviente,Propia,1,Selva,Urbano,2334,13,Quincenal,Comercio,4175,71,1210.75,559,772,2541.75,490,74,28,592,840,1
SOL-003864,30,F,divorciado,Familiar,1,Sierra,Urbano,548,112,Diario,Transporte,6538,70,1961.4,628,540,3129.4,520,75,91,686,939,1
SOL-003865,52,F,conviviente,Alquilada,5,Selva,Rural,6684,17,Semanal,Transporte,9065,58,3807.3,1266,904,5977.3,840,76,578,1494,675,1
SOL-003866,68,F,conviviente,Familiar,5,Selva,Rural,6683,9,Quincenal,Comercio,8266,60,3306.4,199,1028,4533.4,840,292,425,1557,933,0
SOL-003867,19,M,soltero,Propia,1,Costa,Rural,6319,57,Diario,Servicios,7335,57,3154.05,1655,954,5763.05,430,122,170,722,813,0
SOL-003868,27,M,casado,Alquilada,4,Selva,Rural,2645,20,Semanal,Servicios,4102,63,1517.74,96,540,2153.74,710,88,131,929,739,1
SOL-003869,46,F,viudo,Familiar,3,Sierra,Urbano,3237,3,Mensual,Produccion,7647,65,2676.45,70,796,3542.45,830,180,226,1236,662,1
SOL-003870,19,M,soltero,Propia,1,Sierra,Rural,7338,4,Quincenal,Transporte,9723,68,3111.36,711,414,4236.36,390,90,401,881,803,0
SOL-003871,66,M,divorciado,Alquilada,5,Sierra,Rural,8245,27,Semanal,Produccion,9656,65,3379.6,2505,34,5918.6,890,159,150,1199,965,1
SOL-003872,64,F,divorciado,Alquilada,6,Sierra,Periurbano,1288,21,Quincenal,Comercio,8278,40,4966.8,2270,448,7684.8,1210,484,657,2351,814,1
SOL-003873,62,F,conviviente,Familiar,3,Selva,Periurbano,801,35,Diario,Produccion,3251,79,682.71,843,157,1682.71,740,65,124,929,983,0
SOL-003874,60,F,conviviente,Familiar,6,Selva,Periurbano,2448,24,Quincenal,Comercio,3751,73,1012.77,443,81,1536.77,1240,90,57,1387,963,0
SOL-003875,68,M,casado,Familiar,1,Costa,Periurbano,2090,7,Quincenal,Servicios,2612,70,783.6,364,32,1179.6,480,50,82,612,701,0
SOL-003876,30,F,viudo,Propia,3,Costa,Rural,2941,14,Quincenal,Produccion,5069,40,3041.4,1285,780,5106.4,700,188,456,1344,855,1
SOL-003877,49,M,viudo,Propia,1,Sierra,Periurbano,2238,5,Mensual,Transporte,7813,76,1875.12,1118,647,3640.12,450,140,202,792,851,1
SOL-003878,37,M,divorciado,Familiar,6,Costa,Periurbano,1569,9,Mensual,Transporte,8399,63,3107.63,257,1576,4940.63,1300,201,239,1740,912,1
SOL-003879,27,F,divorciado,Alquilada,3,Sierra,Urbano,2780,44,Semanal,Comercio,5521,67,1821.93,400,63,2284.93,830,57,146,1033,686,1
SOL-003880,57,M,soltero,Familiar,1,Costa,Periurbano,3183,7,Quincenal,Servicios,7229,61,2819.31,1787,28,4634.31,480,69,403,952,841,1
SOL-003881,56,F,soltero,Propia,1,Selva,Rural,9526,4,Mensual,Transporte,7127,55,3207.15,1195,465,4867.15,350,311,114,775,770,0
SOL-003882,45,F,soltero,Familiar,1,Selva,Periurbano,8372,7,Mensual,Servicios,9939,53,4671.33,2975,149,7795.33,430,158,722,1310,992,1
SOL-003883,41,M,conviviente,Propia,5,Selva,Rural,1221,18,Quincenal,Produccion,2024,72,566.72,116,348,1030.72,840,56,108,1004,810,0
SOL-003884,19,M,soltero,Alquilada,1,Selva,Urbano,6769,96,Diario,Comercio,6608,65,2312.8,1016,705,4033.8,490,173,140,803,941,0
SOL-003885,23,F,conviviente,Alquilada,2,Sierra,Urbano,1821,46,Diario,Servicios,3386,71,981.94,686,166,1833.94,670,84,184,938,923,0
SOL-003886,68,F,divorciado,Alquilada,2,Costa,Rural,5690,4,Semanal,Produccion,8331,75,2082.75,1083,929,4094.75,560,57,221,838,655,0
SOL-003887,41,M,casado,Propia,6,Sierra,Urbano,2601,4,Mensual,Transporte,3938,60,1575.2,1091,35,2701.2,1350,119,165,1634,814,0
SOL-003888,68,M,viudo,Propia,6,Costa,Periurbano,5966,63,Diario,Servicios,8688,74,2258.88,613,1319,4190.88,1300,128,286,1714,797,0
SOL-003889,63,M,casado,Propia,1,Selva,Rural,4569,19,Quincenal,Transporte,5210,56,2292.4,198,338,2828.4,350,186,237,773,657,1
SOL-003890,48,M,divorciado,Propia,2,Sierra,Periurbano,2038,37,Diario,Comercio,5744,69,1780.64,528,290,2598.64,590,62,183,835,834,0
SOL-003891,58,F,casado,Propia,5,Selva,Periurbano,3331,3,Quincenal,Servicios,6372,79,1338.12,1408,17,2763.12,1080,68,94,1242,964,0
SOL-003892,40,F,soltero,Alquilada,1,Sierra,Urbano,5850,39,Semanal,Comercio,8068,71,2339.72,1834,197,4370.72,520,136,244,900,975,1
SOL-003893,51,F,divorciado,Familiar,4,Costa,Rural,820,33,Semanal,Servicios,9039,65,3163.65,292,1624,5079.65,840,125,96,1061,869,1
