ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,ingreso_adicional,ingreso_terceros,sector_economico,costo_inversion,ingreso_mensual_neto,gasto_basico,gastos_operativos,gastos_financieros,deuda_total_financiera,puntaje_experian,aprobado
SOL-005220,25,M,casado,Alquilada,2,Selva,Urbano,6687,11,Mensual,934,541,Transporte,18,2950.36,640,152,200,3600,946,1
SOL-005221,41,F,divorciado,Familiar,4,Sierra,Urbano,4409,17,Semanal,1923,1493,Produccion,49,3930.06,1000,90,285,3420,799,1
SOL-005222,18,M,soltero,Alquilada,1,Sierra,Urbano,2352,24,Quincenal,1427,569,Produccion,41,3242.64,520,80,262,8646,612,1
SOL-005223,44,M,viudo,Alquilada,4,Costa,Periurbano,6277,116,Diario,356,695,Servicios,51,2478.42,960,158,296,4144,899,1
SOL-005224,55,F,conviviente,Alquilada,2,Selva,Rural,1751,73,Diario,1141,368,Comercio,79,867.09,470,73,13,260,702,1
SOL-005225,35,M,viudo,Familiar,4,Costa,Rural,2349,7,Quincenal,994,341,Transporte,71,1017.9,840,78,62,620,906,1
SOL-005226,64,F,conviviente,Propia,2,Costa,Rural,3789,4,Semanal,1456,948,Produccion,38,3534,560,281,360,7560,591,1
SOL-005227,40,F,soltero,Alquilada,1,Costa,Rural,1419,4,Semanal,737,267,Servicios,50,1265.5,430,79,123,2214,927,1
SOL-005228,38,F,viudo,Alquilada,1,Sierra,Rural,2820,39,Semanal,1907,143,Produccion,72,1921.08,390,62,118,590,986,1
SOL-005229,22,M,viudo,Propia,5,Selva,Urbano,1473,10,Mensual,535,505,Produccion,75,710.25,1160,60,114,2052,611,0
SOL-005230,18,M,soltero,Propia,1,Sierra,Urbano,6009,9,Mensual,1487,34,Transporte,73,2219.94,520,73,430,3440,975,1
SOL-005231,55,M,casado,Familiar,2,Costa,Rural,4475,21,Quincenal,488,822,Transporte,77,1613.91,560,67,205,3690,593,1
SOL-005232,56,F,casado,Familiar,5,Selva,Urbano,2587,12,Mensual,807,453,Comercio,30,2261.7,1160,211,90,540,928,1
SOL-005233,24,F,divorciado,Familiar,3,Costa,Periurbano,656,5,Semanal,259,119,Comercio,67,441.87,790,46,69,1242,619,0
SOL-005234,50,M,viudo,Propia,4,Selva,Rural,3460,88,Diario,114,389,Comercio,70,1262.7,710,90,214,1926,840,1
SOL-005235,26,M,conviviente,Familiar,6,Costa,Periurbano,936,66,Diario,1559,790,Produccion,57,2691.37,1300,252,136,136,754,1
SOL-005236,22,M,casado,Familiar,2,Costa,Rural,3440,18,Semanal,78,330,Servicios,67,1230.24,560,60,192,2304,973,1
SOL-005237,30,M,conviviente,Alquilada,2,Costa,Rural,13617,5,Quincenal,436,753,Produccion,30,5394.9,560,482,179,6444,825,1
SOL-005238,28,M,viudo,Propia,6,Selva,Urbano,714,39,Diario,286,876,Produccion,70,1452.6,1330,68,100,1200,790,1
SOL-005239,31,M,conviviente,Familiar,1,Costa,Urbano,612,60,Diario,309,44,Produccion,68,1161.28,550,97,148,1184,660,1
SOL-005240,69,M,divorciado,Familiar,3,Selva,Urbano,3267,15,Quincenal,247,418,Servicios,58,1674.54,800,128,307,2456,832,1
SOL-005241,23,F,divorciado,Familiar,3,Selva,Urbano,3578,5,Mensual,490,967,Transporte,70,2681.1,800,59,209,209,981,1
SOL-005242,40,M,divorciado,Alquilada,2,Costa,Periurbano,4683,3,Quincenal,833,741,Servicios,57,1979.29,630,160,187,5610,573,1
SOL-005243,50,F,conviviente,Familiar,2,Sierra,Periurbano,1430,113,Diario,127,258,Servicios,34,859.98,590,71,38,1368,740,1
SOL-005244,62,M,conviviente,Familiar,2,Selva,Urbano,2112,76,Diario,748,499,Transporte,65,1510.25,640,107,21,294,962,1
SOL-005245,69,M,soltero,Propia,1,Selva,Rural,3209,30,Semanal,1220,835,Servicios,69,1713.37,350,140,312,5616,574,1
SOL-005246,21,F,soltero,Familiar,1,Selva,Rural,360,52,Semanal,70,16,Produccion,50,1440,350,110,126,378,681,1
SOL-005247,56,M,soltero,Propia,1,Selva,Rural,775,37,Diario,1096,257,Transporte,78,1517.34,350,148,88,880,668,1
SOL-005248,41,F,casado,Alquilada,4,Sierra,Rural,4874,11,Quincenal,922,593,Transporte,53,2950.19,750,231,57,798,758,1
SOL-005249,53,M,soltero,Alquilada,1,Selva,Urbano,4902,22,Quincenal,1553,614,Comercio,63,1975.43,490,147,289,2601,851,1
SOL-005250,65,M,soltero,Alquilada,1,Selva,Periurbano,2988,11,Mensual,151,459,Comercio,30,1773.8,430,53,312,936,897,1
SOL-005251,49,M,soltero,Alquilada,1,Selva,Rural,2607,86,Diario,234,501,Servicios,85,915.9,350,50,34,612,670,1
SOL-005252,48,F,casado,Familiar,6,Selva,Rural,4674,67,Diario,111,281,Produccion,75,1603.5,970,91,164,3444,516,1
SOL-005253,50,M,soltero,Alquilada,1,Sierra,Urbano,965,34,Semanal,414,17,Servicios,75,556,520,51,48,288,963,1
SOL-005254,41,F,divorciado,Alquilada,5,Costa,Rural,2708,41,Diario,1235,16,Transporte,55,2755.8,1000,173,494,5434,876,1
SOL-005255,40,F,conviviente,Familiar,4,Selva,Periurbano,3299,8,Quincenal,613,132,Produccion,69,1648.58,920,123,188,1692,682,1
SOL-005256,32,F,viudo,Propia,3,Costa,Periurbano,4429,46,Diario,1280,1546,Produccion,65,2976.05,790,93,327,5886,800,1
SOL-005257,27,F,soltero,Familiar,1,Costa,Rural,595,7,Mensual,290,251,Transporte,25,1324.5,430,59,262,1572,841,1
SOL-005258,28,M,divorciado,Familiar,4,Selva,Rural,3498,3,Mensual,411,478,Comercio,71,2834.75,710,135,87,1044,701,1
SOL-005259,63,M,conviviente,Propia,1,Costa,Periurbano,1466,6,Quincenal,1028,93,Produccion,68,2039.04,480,158,154,462,780,1
SOL-005260,53,M,viudo,Alquilada,1,Costa,Rural,3295,14,Quincenal,1242,38,Servicios,69,1586.58,430,105,287,2583,847,1
SOL-005261,40,F,viudo,Propia,5,Selva,Periurbano,1093,108,Diario,358,223,Transporte,65,434.7,1080,46,39,936,537,0
SOL-005262,70,M,viudo,Alquilada,2,Selva,Urbano,4731,72,Diario,1578,396,Servicios,30,4459,640,441,146,1168,708,1
SOL-005263,61,F,soltero,Propia,1,Costa,Urbano,6071,20,Quincenal,930,285,Comercio,57,2213.64,550,81,273,3276,835,1
SOL-005264,68,F,viudo,Propia,2,Costa,Periurbano,674,10,Mensual,550,394,Transporte,69,725.4,630,64,24,504,720,1
SOL-005265,69,M,divorciado,Alquilada,1,Selva,Urbano,3957,11,Mensual,1464,513,Transporte,47,4840.49,490,363,725,2175,807,1
SOL-005266,28,F,soltero,Familiar,1,Sierra,Rural,1196,12,Mensual,107,941,Servicios,71,1980.99,390,122,268,3752,781,1
SOL-005267,45,M,casado,Propia,2,Sierra,Urbano,1269,3,Mensual,869,140,Servicios,65,1221.5,670,80,36,396,791,1
SOL-005268,38,F,casado,Alquilada,1,Selva,Rural,4957,100,Diario,1017,1382,Transporte,65,2944.9,350,123,497,11928,417,1
SOL-005269,54,F,conviviente,Propia,6,Costa,Urbano,3456,93,Diario,180,221,Servicios,62,1311.38,1440,124,237,3792,520,0
SOL-005270,69,F,soltero,Alquilada,1,Selva,Urbano,927,38,Semanal,663,346,Servicios,75,810,490,70,27,972,892,1
SOL-005271,36,F,viudo,Familiar,1,Costa,Rural,2120,8,Quincenal,814,1523,Comercio,63,3059.9,430,161,226,6102,963,1
SOL-005272,27,F,casado,Alquilada,1,Selva,Rural,974,9,Mensual,2275,840,Comercio,71,2416.28,350,128,63,1386,973,1
SOL-005273,37,F,conviviente,Propia,3,Selva,Rural,4290,41,Diario,903,736,Transporte,53,3622.29,590,211,393,1572,785,1
SOL-005274,49,M,casado,Familiar,1,Sierra,Urbano,4790,73,Diario,514,1122,Comercio,66,2996.42,520,58,385,9240,563,1
SOL-005275,44,F,conviviente,Familiar,4,Selva,Urbano,4679,107,Diario,334,238,Produccion,65,3205.3,990,127,260,2600,988,1
SOL-005276,33,F,divorciado,Propia,3,Sierra,Periurbano,1457,9,Mensual,962,163,Servicios,61,3205.41,740,162,403,8060,514,1
SOL-005277,28,F,soltero,Propia,1,Sierra,Periurbano,6927,50,Semanal,181,1366,Servicios,52,4585.92,450,316,310,3720,751,1
SOL-005278,21,M,soltero,Familiar,1,Sierra,Rural,5818,7,Mensual,1142,501,Servicios,32,4670.24,390,411,607,20031,360,1
SOL-005279,32,M,casado,Familiar,5,Costa,Rural,596,3,Quincenal,635,45,Produccion,69,766.94,1000,55,111,1332,720,0
SOL-005280,38,M,divorciado,Alquilada,2,Selva,Periurbano,3468,10,Quincenal,59,653,Transporte,30,2590.7,580,177,185,1665,677,1
SOL-005281,44,M,soltero,Alquilada,1,Costa,Periurbano,3175,22,Quincenal,697,773,Servicios,72,1608.04,480,146,6,54,837,1
SOL-005282,68,M,soltero,Alquilada,1,Selva,Rural,3271,43,Semanal,50,540,Produccion,63,1602.84,350,93,112,448,841,1
SOL-005283,47,F,divorciado,Propia,1,Sierra,Rural,1812,41,Semanal,496,265,Comercio,66,685.1,390,51,74,1554,588,1
SOL-005284,30,F,viudo,Propia,1,Costa,Urbano,880,15,Quincenal,49,197,Comercio,77,322.69,550,46,36,864,518,0
SOL-005285,65,F,soltero,Familiar,1,Selva,Urbano,2801,24,Quincenal,1615,374,Transporte,72,1587.88,490,124,205,1435,786,1
SOL-005286,66,F,conviviente,Familiar,3,Costa,Periurbano,3512,30,Diario,317,558,Produccion,33,2553.37,790,92,460,8280,502,1
SOL-005287,27,F,casado,Familiar,3,Selva,Urbano,864,10,Quincenal,944,210,Produccion,63,1233.21,800,122,134,536,721,1
SOL-005288,55,F,soltero,Propia,1,Selva,Periurbano,501,25,Semanal,156,768,Comercio,68,1237.76,430,98,201,6633,358,1
SOL-005289,47,F,conviviente,Propia,2,Costa,Periurbano,4798,82,Diario,516,763,Produccion,50,2790,630,235,501,12024,474,1
SOL-005290,51,M,conviviente,Alquilada,1,Sierra,Periurbano,6178,22,Semanal,171,190,Produccion,59,2726.09,450,164,367,734,885,1
SOL-005291,24,M,divorciado,Familiar,2,Sierra,Periurbano,2497,5,Mensual,310,266,Produccion,68,1408.64,590,69,33,66,805,1
SOL-005292,47,M,divorciado,Alquilada,2,Selva,Periurbano,1908,23,Semanal,1371,123,Transporte,63,2565.95,580,255,367,8074,568,1
SOL-005293,28,M,viudo,Familiar,4,Selva,Urbano,6889,8,Mensual,2080,873,Produccion,63,3361.82,990,184,184,4048,923,1
SOL-005294,55,M,viudo,Alquilada,2,Selva,Urbano,7350,35,Semanal,1274,60,Transporte,40,3143.4,640,267,595,10710,507,1
SOL-005295,33,F,conviviente,Propia,2,Selva,Urbano,4812,19,Semanal,1731,1107,Comercio,72,1674.96,640,95,0,0,989,1
SOL-005296,20,F,soltero,Propia,1,Sierra,Rural,2575,48,Diario,799,834,Produccion,55,2665.35,390,244,28,588,923,1
SOL-005297,22,M,soltero,Propia,1,Sierra,Periurbano,4118,16,Quincenal,757,918,Servicios,65,2214.1,450,125,128,1280,776,1
SOL-005298,41,F,casado,Familiar,3,Sierra,Rural,1063,16,Quincenal,207,211,Transporte,64,1968.12,630,72,302,7248,552,1
SOL-005299,65,F,casado,Alquilada,3,Sierra,Rural,731,19,Quincenal,1335,348,Transporte,25,4116,630,66,549,8784,632,1
SOL-005300,27,F,viudo,Alquilada,2,Costa,Rural,1035,8,Mensual,258,202,Servicios,63,463.98,560,49,35,70,978,1
SOL-005301,39,F,divorciado,Familiar,1,Selva,Urbano,640,9,Mensual,178,152,Comercio,77,299.46,490,47,11,110,685,0
SOL-005302,30,F,conviviente,Familiar,5,Selva,Periurbano,489,33,Semanal,455,93,Servicios,70,1010.7,1080,66,41,738,707,0
SOL-005303,26,F,conviviente,Alquilada,1,Costa,Periurbano,1141,6,Quincenal,238,142,Transporte,18,1162.76,480,115,73,876,806,1
SOL-005304,68,M,viudo,Familiar,5,Selva,Rural,6002,8,Mensual,594,1471,Produccion,55,3407.85,840,290,509,509,848,1
SOL-005305,55,M,casado,Familiar,2,Costa,Periurbano,2790,4,Mensual,1438,266,Comercio,53,2719.42,630,153,148,1036,877,1
SOL-005306,51,F,casado,Alquilada,1,Selva,Urbano,4593,92,Diario,469,269,Servicios,53,1775.19,490,55,216,4320,642,1
SOL-005307,27,F,soltero,Alquilada,1,Costa,Periurbano,4167,12,Quincenal,823,1516,Comercio,69,3038.31,480,283,528,9504,629,1
SOL-005308,65,F,viudo,Alquilada,5,Sierra,Periurbano,308,17,Quincenal,191,229,Servicios,41,682.04,1050,68,64,512,929,0
SOL-005309,20,M,soltero,Propia,1,Selva,Rural,4442,77,Diario,717,95,Servicios,18,5640.78,350,359,1004,3012,777,1
SOL-005310,58,M,divorciado,Alquilada,4,Costa,Rural,993,24,Quincenal,245,263,Servicios,68,453.44,840,46,32,128,743,0
SOL-005311,60,M,conviviente,Propia,2,Sierra,Urbano,4531,3,Mensual,2129,572,Comercio,15,6332.5,670,449,1245,27390,430,1
SOL-005312,65,M,soltero,Familiar,1,Sierra,Periurbano,410,20,Quincenal,230,94,Comercio,63,762.57,450,59,93,558,823,1
SOL-005313,40,M,viudo,Alquilada,3,Sierra,Periurbano,1907,11,Mensual,123,362,Servicios,56,1803.56,740,90,56,1344,811,1
SOL-005314,25,F,conviviente,Propia,2,Costa,Rural,5025,10,Mensual,599,1104,Comercio,68,2140.48,560,191,69,1380,698,1
SOL-005315,34,M,conviviente,Alquilada,4,Costa,Rural,16792,4,Quincenal,703,1687,Transporte,25,6346.5,840,521,48,384,795,1
SOL-005316,62,F,casado,Propia,3,Sierra,Urbano,791,27,Semanal,1542,1425,Produccion,57,3304.98,830,259,516,11352,500,1
SOL-005317,53,M,viudo,Propia,4,Sierra,Rural,2093,26,Semanal,450,14,Transporte,57,902.14,750,63,138,690,710,1
SOL-005318,28,M,conviviente,Propia,3,Costa,Periurbano,2798,41,Semanal,1500,653,Transporte,52,3967.2,790,191,18,36,786,1
SOL-005319,63,M,casado,Alquilada,1,Selva,Urbano,5289,35,Semanal,731,632,Servicios,64,2517.48,490,76,380,7600,506,1
SOL-005320,63,F,casado,Alquilada,1,Sierra,Urbano,2166,10,Mensual,469,500,Comercio,65,960.75,520,64,184,1104,802,1
SOL-005321,40,F,divorciado,Familiar,1,Costa,Urbano,2593,3,Mensual,619,282,Servicios,69,1014.32,550,65,178,5340,492,1
SOL-005322,57,M,conviviente,Alquilada,2,Costa,Periurbano,4802,23,Quincenal,1170,245,Produccion,61,3898.83,630,158,422,844,904,1
SOL-005323,26,F,casado,Alquilada,6,Selva,Periurbano,1787,3,Quincenal,900,868,Servicios,65,2290.05,1240,52,161,5796,592,1
SOL-005324,38,M,conviviente,Familiar,4,Costa,Rural,5848,20,Quincenal,1442,267,Servicios,53,3416.43,840,200,301,5418,816,1
SOL-005325,39,M,divorciado,Familiar,5,Sierra,Urbano,4038,21,Semanal,835,422,Comercio,58,1362.06,1180,85,119,1071,944,1
SOL-005326,66,F,divorciado,Familiar,3,Costa,Periurbano,1174,105,Diario,298,17,Comercio,63,397.01,790,49,4,96,891,0
SOL-005327,31,M,casado,Alquilada,1,Sierra,Periurbano,3244,55,Diario,1129,859,Produccion,73,1323.27,450,52,59,531,951,1
SOL-005328,41,M,conviviente,Propia,3,Selva,Periurbano,347,12,Quincenal,733,652,Servicios,68,1058.56,740,62,157,1413,676,1
SOL-005329,59,M,conviviente,Propia,4,Costa,Periurbano,5292,3,Mensual,1079,950,Servicios,52,2523.36,960,71,54,108,886,1
SOL-005330,60,M,soltero,Familiar,1,Costa,Rural,4810,5,Mensual,1456,771,Produccion,65,3451.7,430,96,18,180,653,1
SOL-005331,36,M,soltero,Familiar,1,Costa,Periurbano,1848,35,Diario,4,510,Servicios,53,1747.93,480,109,199,2388,958,1
SOL-005332,46,F,casado,Alquilada,2,Sierra,Urbano,1132,99,Diario,803,363,Produccion,65,1058.4,670,95,197,2758,637,1
SOL-005333,67,F,viudo,Propia,3,Costa,Periurbano,575,63,Diario,2167,995,Servicios,70,2928.3,790,97,316,8532,550,1
SOL-005334,32,M,viudo,Alquilada,3,Selva,Periurbano,4258,27,Semanal,1088,534,Produccion,50,2297,740,89,356,8544,521,1
SOL-005335,44,F,viudo,Familiar,1,Costa,Urbano,4831,7,Mensual,940,249,Comercio,17,3382.25,550,281,139,1390,769,1
SOL-005336,33,F,casado,Alquilada,1,Costa,Urbano,5355,5,Mensual,517,1631,Comercio,65,2934.05,550,238,14,98,983,1
SOL-005337,69,F,divorciado,Alquilada,2,Sierra,Rural,4428,39,Diario,1282,1141,Produccion,10,6240.6,520,275,1029,11319,661,1
SOL-005338,65,F,soltero,Familiar,1,Selva,Periurbano,2109,47,Semanal,898,945,Servicios,52,2677.44,430,72,163,4890,961,1
SOL-005339,41,M,soltero,Alquilada,1,Sierra,Urbano,2585,3,Mensual,433,162,Servicios,74,867.62,520,72,149,1788,611,1
SOL-005340,36,M,viudo,Alquilada,3,Costa,Periurbano,3682,8,Mensual,1003,952,Produccion,77,2155.56,790,179,71,1136,930,1
SOL-005341,57,M,viudo,Alquilada,3,Selva,Urbano,3520,3,Mensual,2177,1083,Produccion,68,2376.96,800,56,66,198,784,1
SOL-005342,48,M,soltero,Propia,1,Sierra,Periurbano,5094,11,Mensual,1658,1105,Produccion,68,2112.96,450,202,132,792,996,1
SOL-005343,53,F,soltero,Propia,1,Sierra,Periurbano,2371,4,Semanal,712,224,Produccion,72,1014.16,450,69,0,0,883,1
SOL-005344,23,M,viudo,Propia,4,Selva,Periurbano,2690,13,Quincenal,845,612,Produccion,72,901.88,920,72,177,1416,688,1
SOL-005345,23,F,casado,Alquilada,4,Costa,Urbano,5444,72,Diario,1296,73,Transporte,70,2343.6,1070,212,66,660,800,1
SOL-005346,55,M,casado,Alquilada,5,Selva,Urbano,3602,11,Semanal,351,636,Comercio,20,4094.4,1160,349,103,1648,947,1
SOL-005347,32,F,soltero,Familiar,1,Costa,Urbano,3054,12,Mensual,1060,441,Produccion,18,5352.14,550,307,746,1492,659,1
SOL-005348,45,F,viudo,Propia,3,Selva,Rural,7560,18,Quincenal,1096,886,Produccion,61,2640.3,590,246,89,356,937,1
SOL-005349,60,F,casado,Propia,2,Sierra,Urbano,569,11,Quincenal,271,134,Transporte,70,359.1,670,43,50,1650,485,0
SOL-005350,36,M,casado,Alquilada,1,Selva,Rural,4869,10,Mensual,1752,1426,Produccion,77,1886.23,350,100,272,3808,545,1
SOL-005351,65,F,conviviente,Alquilada,6,Sierra,Urbano,3753,19,Semanal,202,556,Comercio,41,2849.11,1350,50,356,1780,979,1
SOL-005352,56,F,divorciado,Familiar,1,Costa,Urbano,17046,118,Diario,129,226,Produccion,15,6881.6,550,571,1332,11988,776,1
SOL-005353,41,M,viudo,Alquilada,4,Sierra,Rural,2750,56,Diario,22,85,Transporte,74,1103.96,750,64,129,1419,867,0
SOL-005354,49,F,conviviente,Alquilada,5,Costa,Rural,306,97,Diario,277,110,Comercio,70,688.2,1000,55,6,24,684,0
SOL-005355,20,F,soltero,Alquilada,1,Selva,Urbano,3467,23,Semanal,155,206,Servicios,63,1530.69,490,111,133,266,684,1
SOL-005356,63,F,conviviente,Propia,4,Costa,Urbano,3454,5,Quincenal,369,259,Comercio,56,3026.76,1070,243,462,5544,727,1
SOL-005357,31,F,viudo,Propia,3,Selva,Rural,3274,8,Quincenal,1446,348,Transporte,70,1860,590,161,263,2104,909,1
SOL-005358,70,M,soltero,Propia,1,Selva,Urbano,625,10,Quincenal,129,204,Produccion,18,1044.68,490,55,23,184,954,1
SOL-005359,43,F,soltero,Alquilada,1,Sierra,Urbano,7647,31,Semanal,1113,1077,Transporte,71,2747.75,520,168,409,14724,441,1
SOL-005360,48,M,conviviente,Familiar,6,Sierra,Rural,11408,100,Diario,912,474,Servicios,35,5328.7,1020,213,741,6669,946,1
SOL-005361,69,F,soltero,Alquilada,1,Selva,Rural,918,48,Diario,225,720,Produccion,63,3110.22,350,253,234,702,745,1
SOL-005362,27,F,divorciado,Familiar,6,Selva,Periurbano,1007,7,Quincenal,386,232,Servicios,66,567.12,1240,52,48,240,797,0
SOL-005363,21,M,soltero,Alquilada,1,Costa,Periurbano,1365,7,Mensual,29,251,Servicios,70,540.6,480,53,103,1442,609,0
SOL-005364,51,F,conviviente,Alquilada,6,Sierra,Periurbano,895,35,Semanal,85,324,Comercio,55,747.45,1210,74,7,84,894,0
SOL-005365,26,F,casado,Propia,5,Sierra,Rural,3148,11,Mensual,1046,170,Comercio,60,2248.4,890,205,20,240,760,1
SOL-005366,27,M,viudo,Familiar,2,Sierra,Rural,5868,7,Mensual,2477,136,Transporte,73,2270.7,520,81,246,2460,938,1
SOL-005367,31,M,soltero,Propia,1,Sierra,Periurbano,6236,11,Mensual,1030,459,Comercio,70,2857.5,450,202,81,729,667,1
SOL-005368,18,M,soltero,Propia,1,Costa,Periurbano,2888,10,Quincenal,411,264,Transporte,52,1430.88,480,74,284,8520,474,1
SOL-005369,55,M,conviviente,Familiar,6,Selva,Periurbano,4164,25,Semanal,253,524,Transporte,66,2446.64,1240,92,38,684,678,1
SOL-005370,45,M,divorciado,Familiar,1,Costa,Urbano,1585,5,Quincenal,217,244,Comercio,68,1599.68,550,101,255,510,889,1
SOL-005371,53,M,casado,Alquilada,6,Selva,Periurbano,556,42,Semanal,1131,544,Comercio,25,3243,1240,99,226,1356,933,1
SOL-005372,68,F,soltero,Propia,1,Sierra,Rural,1225,43,Semanal,46,203,Comercio,54,497.26,390,50,55,990,664,1
SOL-005373,57,F,casado,Propia,3,Selva,Urbano,5886,7,Mensual,1385,1044,Comercio,60,2369.6,800,154,230,2530,734,1
SOL-005374,24,F,viudo,Propia,1,Selva,Periurbano,5928,7,Mensual,587,1159,Servicios,71,2142.23,430,128,316,3160,875,1
SOL-005375,40,M,divorciado,Familiar,1,Selva,Periurbano,5213,9,Quincenal,1088,493,Transporte,61,2074.02,430,93,249,2490,933,1
SOL-005376,26,F,divorciado,Alquilada,1,Sierra,Periurbano,439,7,Semanal,1936,284,Transporte,70,2347.8,450,130,124,2728,717,1
SOL-005377,64,F,casado,Propia,2,Selva,Urbano,894,12,Mensual,349,236,Transporte,65,446.95,640,48,25,150,684,1
SOL-005378,57,F,conviviente,Propia,3,Selva,Urbano,722,10,Mensual,124,366,Produccion,65,747.25,800,57,3,81,913,1
SOL-005379,43,F,soltero,Alquilada,1,Costa,Rural,5634,81,Diario,1649,1788,Comercio,68,2881.28,430,162,384,2304,992,1
SOL-005380,66,F,conviviente,Propia,6,Sierra,Periurbano,3541,12,Mensual,1005,172,Produccion,73,1544.94,1210,154,132,396,822,1
SOL-005381,52,F,soltero,Alquilada,1,Selva,Rural,1599,5,Mensual,1055,409,Servicios,61,2437.5,350,72,341,2046,926,1
SOL-005382,42,M,soltero,Propia,1,Costa,Periurbano,2272,45,Semanal,382,432,Transporte,25,2274,480,122,34,612,977,1
SOL-005383,24,M,casado,Propia,5,Sierra,Rural,5896,120,Diario,814,723,Transporte,73,1975.05,890,143,200,4400,619,1
SOL-005384,55,F,viudo,Familiar,5,Costa,Periurbano,3585,33,Semanal,911,266,Transporte,61,1737.45,1130,63,264,792,721,1
SOL-005385,45,F,viudo,Familiar,1,Costa,Periurbano,3455,23,Quincenal,1659,678,Comercio,65,2380,480,81,402,13266,307,1
SOL-005386,60,F,viudo,Propia,1,Sierra,Rural,4319,7,Semanal,271,389,Comercio,64,1809,390,122,58,406,918,1
SOL-005387,29,M,conviviente,Propia,3,Sierra,Periurbano,12844,24,Quincenal,2006,821,Servicios,35,4425.85,740,160,378,2268,937,1
SOL-005388,49,M,soltero,Alquilada,1,Selva,Periurbano,531,48,Semanal,697,354,Transporte,60,1004,430,81,16,336,650,1
SOL-005389,34,M,divorciado,Alquilada,5,Costa,Rural,619,8,Mensual,505,976,Servicios,57,3124.38,1000,263,201,603,989,1
SOL-005390,41,F,soltero,Familiar,1,Costa,Periurbano,2487,48,Semanal,1204,629,Servicios,70,2097.9,480,119,20,80,823,1
SOL-005391,23,M,casado,Alquilada,6,Costa,Periurbano,3708,82,Diario,1002,399,Comercio,61,3280.68,1300,308,533,533,682,1
SOL-005392,40,M,viudo,Familiar,3,Sierra,Rural,8950,45,Semanal,1234,1415,Servicios,40,5178,630,486,342,1368,655,1
SOL-005393,21,M,soltero,Familiar,1,Selva,Urbano,1495,38,Semanal,403,282,Comercio,71,622.34,490,54,51,459,756,1
SOL-005394,40,F,divorciado,Alquilada,2,Selva,Rural,3718,12,Mensual,580,624,Transporte,38,1988.34,470,107,257,2313,726,1
SOL-005395,53,F,casado,Familiar,6,Costa,Rural,1184,22,Quincenal,1366,764,Transporte,73,1356.75,1150,80,58,464,696,1
SOL-005396,39,F,conviviente,Alquilada,5,Costa,Periurbano,1533,4,Mensual,1853,255,Produccion,40,4456.2,1130,204,231,2772,966,1
SOL-005397,36,M,casado,Alquilada,4,Costa,Rural,6038,6,Mensual,1544,1366,Produccion,63,3136.12,840,178,195,2730,740,1
SOL-005398,27,F,soltero,Familiar,1,Selva,Rural,1926,15,Semanal,76,77,Produccion,68,1387.52,350,52,58,580,721,1
SOL-005399,39,M,soltero,Familiar,1,Selva,Urbano,313,53,Diario,340,1601,Produccion,71,2799.95,490,208,476,1904,987,1
SOL-005400,66,F,casado,Familiar,2,Sierra,Rural,1299,13,Semanal,898,663,Produccion,55,1801.35,520,74,113,1130,947,1
SOL-005401,41,F,conviviente,Alquilada,4,Selva,Periurbano,9586,10,Semanal,643,1304,Comercio,40,5041.8,920,242,550,2200,767,1
SOL-005402,68,M,conviviente,Familiar,4,Costa,Periurbano,4052,64,Diario,374,149,Comercio,67,1564.2,960,128,24,432,909,1
SOL-005403,46,F,divorciado,Alquilada,1,Selva,Rural,6014,36,Diario,1014,303,Servicios,45,2484.9,350,221,169,4056,881,1
SOL-005404,56,F,soltero,Alquilada,1,Sierra,Rural,3356,106,Diario,998,131,Servicios,67,2732.07,390,262,534,3204,852,1
SOL-005405,36,F,casado,Alquilada,4,Sierra,Rural,1863,56,Diario,39,254,Transporte,73,1078.65,750,94,165,495,788,0
SOL-005406,37,F,conviviente,Familiar,3,Costa,Urbano,5274,42,Semanal,349,325,Comercio,55,2068.2,890,159,372,372,928,1
SOL-005407,61,F,divorciado,Alquilada,5,Costa,Periurbano,7681,8,Mensual,422,134,Produccion,32,5124.48,1130,146,805,9660,783,1
SOL-005408,52,F,casado,Alquilada,2,Costa,Rural,766,9,Mensual,1721,558,Produccion,68,2296,560,160,364,9828,341,1
SOL-005409,40,M,soltero,Familiar,1,Costa,Rural,10594,46,Diario,326,1662,Comercio,54,4547.56,430,154,854,10248,550,1
SOL-005410,22,F,soltero,Alquilada,1,Selva,Periurbano,3642,19,Semanal,1717,276,Servicios,50,3707.5,430,217,609,5481,814,1
SOL-005411,33,F,viudo,Alquilada,3,Selva,Periurbano,4825,105,Diario,414,487,Produccion,53,2411.57,740,230,263,3156,968,1
SOL-005412,42,F,viudo,Alquilada,3,Sierra,Rural,1236,6,Mensual,1750,1716,Produccion,68,2787.52,630,171,427,4270,659,1
SOL-005413,49,M,casado,Alquilada,5,Selva,Urbano,1378,23,Quincenal,48,550,Transporte,65,2061.15,1160,75,328,1312,779,1
SOL-005414,59,F,viudo,Familiar,5,Costa,Urbano,917,33,Diario,304,215,Transporte,54,531.76,1250,52,43,301,946,0
SOL-005415,32,M,conviviente,Propia,3,Costa,Periurbano,928,9,Mensual,981,116,Transporte,72,919.52,790,79,57,456,939,1
SOL-005416,22,F,casado,Alquilada,6,Costa,Rural,8550,2,Quincenal,2598,1225,Transporte,55,4315.95,1150,244,549,9882,643,1
